claim_amount,previous_claims,rejected_claims,claim_frequency,evidence_status,document_consistency,claim_after_policy,risk
932606,3,2,0,2,0,24,High
909465,7,1,0,0,2,13,High
553636,1,4,0,2,0,22,High
961218,8,0,1,1,1,17,High
58102,5,1,0,1,2,21,High
94460,8,3,1,2,2,23,High
384778,7,4,1,1,1,4,High
109930,6,0,1,1,1,21,Medium
551089,0,2,1,1,1,11,Medium
647438,2,0,0,0,1,9,Medium
747627,1,2,1,0,1,7,Medium
199208,4,4,0,1,1,5,Medium
174697,4,2,0,2,2,24,High
233945,4,3,1,0,1,14,High
251915,3,2,0,2,1,11,High
747952,4,3,2,1,2,24,High
228124,2,4,0,1,0,24,High
457477,0,4,0,2,1,5,High
545830,4,0,1,0,2,11,High
303821,8,3,1,2,2,14,High
197804,8,3,0,2,0,11,High
725703,3,1,1,1,1,8,High
59081,2,1,2,0,1,18,Medium
738216,0,1,2,2,1,20,High
375249,1,2,1,0,2,1,Medium
239930,7,1,0,1,1,12,High
825497,0,3,2,0,1,12,High
537313,7,2,2,1,1,7,High
234532,6,4,0,0,1,12,High
632380,7,0,1,2,0,3,High
539332,5,1,2,1,0,5,High
336837,8,4,0,2,0,5,High
309106,2,3,0,1,1,20,High
48295,9,0,2,0,1,11,Medium
33807,3,4,1,0,2,11,Medium
455564,5,0,2,1,2,16,High
177504,7,1,0,1,2,6,High
258067,4,3,2,1,1,14,High
505008,2,0,1,0,0,23,Medium
995358,5,4,0,1,0,16,High
977766,3,1,1,1,0,9,High
712440,8,1,2,2,1,22,High
414540,2,4,2,1,0,19,High
897699,3,4,1,2,2,5,High
537923,6,0,2,2,2,8,High
186981,6,2,1,2,0,14,High
764699,3,1,2,0,2,15,High
39870,5,0,1,2,0,20,Medium
972082,2,4,1,1,0,7,High
223196,5,0,0,0,2,15,Medium
268683,1,4,0,0,2,4,Medium
254677,7,3,1,0,2,17,High
46790,1,4,2,0,2,19,Medium
663162,6,4,2,0,0,13,High
831721,8,4,2,0,2,1,High
468345,0,2,1,0,2,22,Medium
769074,7,4,1,2,1,22,High
507462,6,1,1,1,2,2,High
559773,5,1,1,1,2,13,High
850914,5,0,0,2,0,6,High
106188,5,2,1,2,0,14,High
549036,8,0,2,0,1,16,High
762129,1,1,0,0,2,0,High
684795,0,1,2,2,2,8,High
810141,5,3,1,0,2,21,High
668249,9,4,0,1,2,13,High
50355,7,1,1,1,2,15,High
731131,2,0,0,0,2,20,Medium
471015,9,0,2,0,1,12,High
426332,0,4,1,0,2,5,Medium
176542,8,4,1,1,2,21,High
193416,0,3,0,0,2,0,Medium
325062,2,2,0,2,1,20,High
858656,7,0,1,0,2,24,High
583586,2,4,0,2,1,3,High
521708,3,0,1,0,0,2,Medium
886651,7,4,0,0,2,16,High
81629,0,1,2,1,1,1,Medium
348184,5,0,0,2,0,18,High
512734,0,1,2,2,1,19,High
775195,0,0,0,2,1,22,Medium
310160,7,2,0,1,0,21,High
568248,3,3,1,2,2,7,High
840023,0,1,0,1,2,24,High
233920,9,4,0,0,1,14,High
909765,6,2,2,0,0,5,High
262804,4,0,0,2,2,22,High
396965,4,1,1,0,1,19,Medium
480857,0,0,2,0,0,1,Medium
842827,9,0,1,2,1,24,High
524492,5,0,1,0,0,24,Medium
673983,8,3,1,2,2,14,High
435916,8,3,1,2,2,19,High
841052,7,4,2,0,1,11,High
778574,4,1,0,0,2,2,High
148148,0,2,1,0,2,9,Medium
826991,8,2,2,0,0,13,High
506261,0,2,1,0,2,21,Medium
375540,7,0,0,1,0,13,Medium
212714,4,3,2,0,0,2,High
751899,2,1,2,1,1,0,High
303876,6,0,0,2,0,19,High
279747,6,3,2,0,2,0,High
635650,8,3,0,0,0,1,High
443570,6,1,2,0,0,18,High
295987,2,1,2,2,1,23,High
658353,0,1,0,1,2,9,High
878158,7,0,0,1,2,3,High
37640,2,4,2,0,2,3,High
72528,7,1,2,0,0,12,Medium
844845,7,4,0,0,2,8,High
279214,4,0,0,0,2,6,Medium
859070,0,4,2,2,0,15,High
990240,9,2,2,0,1,17,High
521108,6,4,2,2,1,2,High
654421,9,1,0,0,0,19,High
388501,4,0,2,1,1,19,High
744226,7,1,1,1,1,9,High
170159,8,2,0,0,1,23,Medium
192502,6,1,2,0,2,21,High
175576,6,1,0,2,1,15,High
944618,0,1,1,0,2,2,Medium
885291,3,3,0,0,1,10,High
906089,1,2,2,0,2,24,High
948479,1,1,1,1,0,9,Medium
31023,1,1,1,2,0,15,Medium
565735,3,1,2,1,1,7,High
408043,0,0,2,2,2,8,High
306103,3,3,2,1,0,14,High
86203,1,0,0,0,0,20,Low
925588,4,3,0,1,0,2,High
180775,2,1,0,1,0,3,Medium
29337,7,2,2,2,1,12,High
590715,3,4,2,2,2,11,High
534723,0,4,0,1,0,20,Medium
343673,0,1,1,2,1,8,Medium
384167,9,0,0,2,0,24,High
366809,2,2,1,2,0,13,High
650075,8,3,2,2,0,18,High
707281,6,1,2,2,0,6,High
315451,1,2,0,1,1,15,Medium
440571,8,2,0,2,2,21,High
147016,9,3,2,0,1,19,High
811267,1,2,0,1,1,4,Medium
564447,2,0,2,1,1,9,High
517562,9,0,2,1,0,17,High
722965,1,0,1,2,2,10,High
403934,2,2,0,0,0,6,Medium
912048,5,0,2,2,1,13,High
975592,8,3,0,1,0,19,High
885184,8,2,1,1,2,17,High
337428,6,4,1,1,2,10,High
339187,2,2,0,1,0,21,Medium
710907,3,3,0,2,1,11,High
903439,5,4,2,0,0,17,High
102844,4,2,1,0,1,1,Medium
571820,1,0,1,1,2,22,Medium
185421,5,1,1,0,0,0,Medium
142402,2,1,0,1,2,22,Medium
138012,7,0,2,1,1,9,Medium
458661,1,1,0,0,1,20,Medium
418929,0,1,0,1,0,0,Medium
600466,8,0,0,0,0,5,Medium
593695,2,0,2,1,0,6,High
483556,0,2,0,0,2,16,Medium
595278,6,2,1,1,1,8,High
149473,9,0,1,0,1,6,Medium
498007,4,3,1,1,2,16,High
864573,4,1,2,1,0,2,High
437009,0,2,0,1,0,15,Medium
338714,8,1,2,0,2,4,High
246156,6,4,0,2,1,19,High
188964,7,0,1,1,1,17,Medium
545303,8,3,0,1,1,0,High
81813,5,4,0,0,1,3,Medium
47712,4,4,0,1,2,22,High
644785,5,4,2,1,1,10,High
945919,1,0,0,1,2,19,Medium
787214,3,2,0,1,0,8,High
132816,2,0,0,2,2,7,Medium
148778,6,2,2,2,1,7,High
606580,8,4,2,1,0,4,High
305977,4,4,2,1,2,11,High
155230,5,3,0,1,2,0,High
738040,9,2,1,2,2,14,High
826741,1,4,1,2,0,24,High
289114,2,1,1,0,2,17,High
354618,2,3,0,0,1,5,Medium
852972,8,0,1,1,0,9,High
171456,6,3,1,1,0,13,High
824449,7,1,1,2,2,20,High
882312,9,2,0,1,1,7,High
125570,8,0,1,1,0,2,Medium
290846,5,0,1,2,2,21,High
937888,3,2,0,2,1,21,High
20404,0,3,2,2,2,18,High
978447,7,4,1,2,2,11,High
723286,6,3,2,0,0,11,High
966693,1,1,1,2,0,14,High
294907,7,4,0,2,2,6,High
693744,4,3,2,1,0,3,High
735460,6,2,2,1,0,20,High
904574,3,1,2,1,1,8,High
685220,4,1,2,0,1,21,High
255365,7,1,1,2,2,15,High
362786,0,4,1,2,2,12,High
70612,0,0,2,0,2,3,Medium
830006,3,4,1,2,2,23,High
829956,2,3,2,1,1,8,High
220244,9,0,2,0,0,20,Medium
817348,1,3,0,2,1,17,High
24809,2,0,2,0,2,14,Medium
183273,0,4,1,0,2,14,Medium
728690,0,1,2,2,1,5,High
164528,5,2,0,1,1,10,Medium
526964,4,1,1,2,2,7,High
469613,7,4,0,2,0,20,High
927720,1,0,0,1,2,16,Medium
58765,3,1,2,2,1,23,High
972320,7,4,0,2,2,24,High
851538,5,3,0,2,2,16,High
336076,0,2,1,0,0,23,Medium
954604,3,1,0,0,2,17,High
863523,0,0,2,0,2,3,Medium
566237,1,3,2,2,2,14,High
221152,4,4,2,1,1,1,High
319888,7,2,0,0,1,1,High
720903,7,0,1,1,0,9,High
914751,2,4,2,2,2,2,High
112193,3,4,0,0,1,7,Medium
56187,9,1,2,2,0,19,High
525950,5,1,2,1,2,6,High
158311,9,0,1,0,0,11,Medium
930886,2,4,2,0,0,18,High
820921,1,1,1,0,0,14,Medium
528153,5,2,0,0,0,13,High
209089,4,2,2,1,0,15,High
606165,9,4,0,0,0,13,High
456341,4,1,0,2,0,2,High
332066,9,0,0,0,2,17,Medium
638362,4,0,2,1,2,21,High
707409,9,0,1,0,0,5,Medium
581419,4,2,2,1,2,16,High
980448,2,1,0,1,0,22,High
660053,6,1,1,2,2,13,High
880395,5,2,0,0,1,13,High
651172,3,0,1,0,0,19,Medium
145917,1,0,2,0,1,12,Low
830717,8,4,1,2,0,2,High
319770,0,3,2,2,0,12,High
718168,3,1,0,1,1,23,High
501680,0,1,1,1,1,1,High
991375,5,1,0,1,1,8,High
301342,3,3,1,2,0,12,High
957262,4,4,2,2,1,7,High
559542,4,3,1,2,1,15,High
64238,8,0,1,1,2,23,Medium
21252,0,0,2,2,2,2,Medium
846196,1,1,2,1,1,12,High
884141,5,2,2,1,1,3,High
974945,4,1,1,0,1,17,High
505450,6,2,0,0,1,1,High
335826,2,3,1,0,2,19,High
341638,2,0,1,1,0,21,Medium
625605,9,2,0,0,1,20,High
347359,1,3,2,0,1,14,Medium
622875,2,0,1,0,2,16,High
26949,9,2,0,2,1,9,High
783185,0,1,2,1,1,0,High
337537,4,1,2,0,2,5,High
748913,4,1,1,2,1,2,High
682301,6,3,2,2,1,18,High
570222,3,1,2,2,2,6,High
960890,2,4,0,0,0,12,High
800722,0,0,0,2,1,12,Medium
475102,7,3,2,1,1,16,High
357889,2,1,0,2,0,0,High
496467,1,0,2,2,2,13,High
376600,3,2,1,2,0,2,High
335557,2,1,0,2,1,13,High
994304,0,0,2,1,0,23,Medium
903671,2,4,2,0,2,0,High
324462,1,2,0,1,1,15,Medium
270875,7,4,0,1,2,9,High
483389,5,0,1,0,2,12,High
90390,8,4,2,2,0,3,High
727689,7,0,1,0,0,8,Medium
273490,9,0,1,0,2,13,High
587376,2,4,1,1,2,3,High
267940,4,0,0,0,1,9,Medium
385340,6,1,1,2,2,7,High
453027,4,0,0,1,2,22,Medium
528041,7,3,0,2,0,2,High
337623,4,0,1,1,2,22,High
236464,0,3,1,2,2,6,High
762729,4,0,2,0,0,9,Medium
530736,3,0,1,0,1,2,Medium
826395,5,4,2,0,0,1,High
337267,2,1,1,2,0,14,High
670199,4,1,1,1,2,8,High
908900,1,2,1,1,2,14,High
243777,5,4,1,1,1,16,High
879909,5,4,2,0,2,6,High
820820,4,1,2,2,1,19,High
25569,5,4,1,1,1,17,High
614124,6,1,1,2,1,14,High
648861,4,4,2,1,1,17,High
449802,0,0,0,0,2,23,Medium
278090,7,1,0,2,0,22,High
687375,3,1,0,1,0,11,High
65002,8,3,2,1,2,22,High
791954,9,4,2,1,2,20,High
681614,5,4,0,1,1,7,High
954648,0,1,0,0,2,1,High
699574,2,0,1,1,0,1,High
518870,2,0,2,1,2,4,High
231791,9,0,2,0,2,0,High
222846,3,4,0,1,1,21,High
681450,5,3,0,2,1,3,High
686997,6,1,2,2,1,5,High
697775,9,2,1,1,1,22,High
44071,3,3,0,0,0,12,Medium
602531,5,2,2,0,2,18,High
932259,0,3,2,0,2,10,High
914647,7,0,1,1,1,12,High
192312,6,4,1,1,0,7,High
277218,8,2,0,2,0,6,High
234879,2,3,0,0,2,12,High
383714,1,4,0,1,1,0,High
446650,0,2,2,1,2,5,High
351868,2,1,0,1,2,6,High
921791,4,3,2,0,0,15,High
882129,1,1,0,0,0,14,Medium
573020,2,0,1,2,2,19,High
665753,3,1,1,0,1,1,High
948818,6,1,2,1,1,24,High
437170,2,3,1,2,2,22,High
77108,8,0,2,0,2,15,Medium
500721,7,1,2,0,1,16,High
131195,3,4,1,0,1,23,Medium
909513,0,2,2,0,1,14,Medium
56668,0,1,1,1,2,2,Medium
305205,0,0,0,0,0,3,Low
361396,0,1,0,1,1,11,Medium
584037,7,2,1,1,1,4,High
150560,2,0,1,1,1,16,Medium
386824,5,3,1,2,2,5,High
167979,2,0,1,1,0,9,Medium
169849,4,3,0,0,0,21,Medium
768589,6,0,2,2,1,17,High
71745,1,2,2,0,2,9,Medium
390608,5,2,0,1,0,5,High
111865,5,0,2,0,2,23,Medium
918860,2,1,0,2,0,5,High
232890,5,2,2,2,1,19,High
43624,9,3,1,0,2,14,High
43321,9,3,1,0,1,3,Medium
423704,4,4,1,0,0,24,Medium
829006,1,3,0,2,0,15,High
942744,8,4,0,1,1,21,High
194293,7,0,2,0,0,23,Medium
947982,2,0,2,1,1,7,High
803415,7,0,2,2,1,6,High
206717,8,1,0,0,1,18,Medium
956766,2,1,2,0,0,16,High
400975,2,4,1,2,2,20,High
203868,1,3,2,0,1,12,Medium
679792,7,3,1,1,2,14,High
115257,9,0,0,2,0,1,Medium
608579,0,2,1,2,0,9,High
230176,7,1,1,0,2,12,High
210471,6,1,1,2,1,17,High
934032,6,0,0,0,0,22,Medium
492930,2,1,0,0,1,10,Medium
856860,0,0,0,2,1,12,Medium
763091,3,4,0,0,2,18,High
538862,8,3,2,1,0,23,High
937806,4,2,0,1,2,24,High
495774,0,3,1,0,0,23,Medium
937559,4,3,0,1,2,21,High
655605,7,4,2,0,0,4,High
159789,7,1,2,1,0,2,High
409593,4,2,2,2,0,18,High
835131,8,1,1,0,1,22,High
93686,0,3,0,0,1,12,Low
87661,3,0,0,0,2,4,Medium
588535,2,3,0,0,2,11,High
265121,1,1,1,0,0,13,Medium
692108,7,3,1,0,0,5,High
387257,6,0,2,2,1,21,High
286765,8,4,2,2,1,8,High
166106,1,1,0,1,1,16,Low
278930,3,3,1,0,2,7,High
942630,5,1,1,1,1,12,High
680482,2,4,0,1,2,4,High
824462,7,3,0,2,1,21,High
889270,2,3,2,1,1,21,High
891149,1,1,2,2,0,16,High
468874,2,1,2,1,2,2,High
582926,5,0,0,0,1,5,Medium
873499,1,4,0,1,0,13,Medium
138033,7,0,2,2,2,14,High
650265,0,3,2,2,2,13,High
633157,6,1,1,2,1,10,High
649474,1,3,1,1,2,10,High
841106,9,3,2,1,0,8,High
186926,5,2,2,2,0,5,High
590559,1,2,1,0,2,14,Medium
880120,1,3,2,0,0,11,High
451734,9,1,1,1,2,5,High
393220,7,3,1,1,0,0,High
685627,1,2,1,2,2,24,High
241897,6,1,0,1,2,15,High
21062,2,3,0,1,2,19,High
267736,7,4,2,2,0,14,High
594736,6,4,1,2,2,1,High
115462,7,3,0,1,2,16,High
419445,6,1,2,0,1,2,High
470009,5,3,2,1,1,2,High
790173,6,3,2,0,2,4,High
592203,4,2,2,0,1,16,High
286776,6,4,2,0,2,22,High
648880,0,2,1,2,1,16,High
678956,0,2,2,2,0,19,High
391923,8,3,1,2,0,5,High
419384,4,2,0,1,2,0,High
652387,4,4,2,2,2,6,High
551849,2,2,0,2,0,14,High
487010,4,4,1,1,0,6,High
626440,2,2,1,1,1,18,High
669324,8,4,0,0,2,19,High
406193,8,2,2,1,0,21,High
46734,5,2,2,1,0,10,High
943875,0,1,0,2,2,22,High
46069,6,4,0,0,1,13,Medium
755265,6,4,0,0,1,12,High
557198,9,4,2,1,1,19,High
355623,9,0,2,2,1,24,High
490951,3,2,2,2,0,8,High
101264,7,4,0,2,2,8,High
43275,5,0,2,2,2,15,High
616562,3,1,1,1,0,11,High
494665,3,4,0,2,0,9,High
382920,1,4,2,0,0,5,Medium
211076,1,0,0,0,2,17,Medium
214053,3,2,1,1,2,1,High
729913,4,1,1,2,2,19,High
592735,7,4,0,2,1,8,High
972033,5,2,0,2,0,18,High
932826,3,1,1,2,0,5,High
619991,6,3,0,1,0,1,High
882522,7,3,1,2,2,14,High
823692,1,1,1,1,0,16,Medium
132581,6,0,2,2,0,15,High
285956,1,1,0,2,1,20,Medium
441240,1,1,0,0,2,7,Medium
734016,7,0,2,1,0,9,High
922580,1,0,1,0,2,9,Medium
964789,8,2,0,1,2,17,High
136421,0,2,2,2,2,9,High
545893,8,0,2,2,1,8,High
484374,0,3,0,1,2,23,High
92303,9,3,2,0,2,18,High
178211,9,1,1,1,2,0,High
207210,1,4,2,1,0,3,High
806237,5,1,1,2,1,23,High
882557,5,1,1,0,0,2,High
164990,0,4,0,1,1,9,Medium
178518,6,0,2,0,1,11,Medium
144040,7,3,1,0,2,17,High
688406,1,1,1,1,2,22,High
543138,7,4,2,0,0,19,High
438034,8,2,1,2,1,5,High
776254,5,1,2,2,2,20,High
810756,4,3,0,2,2,1,High
882755,8,0,1,2,2,9,High
815543,8,1,1,0,2,1,High
975614,0,1,2,2,0,8,High
560677,2,4,2,1,0,9,High
666465,8,2,2,2,2,1,High
323571,1,2,2,1,2,7,High
704106,3,0,1,1,2,23,High
142883,3,3,0,2,2,16,High
763246,1,0,0,2,2,16,High
782501,2,1,0,0,1,3,Medium
937621,2,1,0,1,1,17,High
407952,0,2,2,2,1,11,High
132221,5,3,1,0,1,16,Medium
819666,7,4,1,2,2,8,High
280669,2,3,1,2,1,18,High
779224,4,1,2,2,1,13,High
859873,0,4,1,1,0,13,High
545134,9,3,2,2,1,16,High
555242,6,3,1,0,1,1,High
361383,9,4,0,2,2,7,High
264761,0,1,2,2,1,4,High
852946,8,3,1,0,1,6,High
894668,7,4,0,0,2,21,High
904011,6,1,0,1,1,15,High
157541,9,4,0,1,2,15,High
967609,6,4,2,1,1,16,High
848533,4,3,2,1,0,21,High
84323,4,1,1,0,0,6,Medium
636210,4,3,0,2,1,19,High
209139,0,0,1,2,0,7,Medium
200448,7,0,1,2,2,7,High
720947,0,1,0,1,1,22,Medium
974480,3,4,1,0,2,10,High
255659,8,3,2,0,0,14,High
409678,8,3,1,0,2,17,High
874016,4,1,0,2,0,5,High
124537,3,1,2,1,0,21,Medium
884909,2,0,2,0,0,11,Medium
261983,2,2,1,1,2,14,High
586821,4,1,1,0,0,22,Medium
808260,9,2,2,1,1,5,High
21917,0,1,1,0,0,17,Low
302762,4,4,0,1,1,23,High
576542,5,4,1,0,1,19,High
806275,6,0,1,0,1,8,High
387436,8,0,2,1,1,7,High
529930,2,2,1,1,2,13,High
591650,1,1,1,2,1,18,High
302272,2,3,1,1,0,18,High
405925,8,0,0,0,1,7,Medium
786641,6,3,1,0,0,1,High
734743,8,3,0,1,2,24,High
609833,1,1,0,2,1,3,High
102180,4,2,0,1,0,5,Medium
632246,3,1,0,0,2,2,High
423081,1,0,2,0,2,2,Medium
939723,8,3,0,2,0,18,High
321953,8,1,1,1,1,10,High
398892,5,1,0,0,2,9,High
25287,5,1,1,0,0,11,Medium
277665,7,0,0,0,1,13,Medium
971891,5,2,2,1,2,17,High
28512,0,1,0,1,0,23,Low
676702,3,0,0,2,2,8,High
476292,6,3,2,0,2,14,High
128872,1,4,0,0,0,23,Low
956720,8,0,1,2,2,2,High
792042,7,4,0,0,0,22,High
113070,7,1,0,2,1,10,High
624055,6,1,0,2,0,9,High
642117,3,0,2,0,1,17,High
964118,1,4,0,1,2,3,High
449474,2,1,0,1,0,12,Medium
62078,5,3,1,1,0,5,High
388432,4,2,0,1,0,20,Medium
627812,7,2,0,0,0,12,High
247645,5,1,0,2,1,24,High
556507,5,4,0,2,1,19,High
806667,0,1,1,0,2,4,Medium
325073,3,4,1,1,2,19,High
147309,4,3,2,2,2,13,High
349588,2,4,0,0,2,12,High
683927,8,1,2,0,0,13,High
908266,0,3,2,1,1,7,High
484008,5,0,0,0,1,15,Medium
740801,5,2,1,2,1,12,High
366699,9,1,1,2,1,23,High
355842,4,1,0,0,2,14,Medium
406594,4,1,0,2,0,18,High
792608,9,3,1,0,1,0,High
680775,4,0,0,2,0,21,High
711519,5,4,0,1,0,1,High
63925,7,0,0,2,0,17,Medium
157023,1,3,1,1,0,18,Medium
107388,5,1,2,1,1,7,High
552295,0,2,2,0,1,2,Medium
277802,3,1,0,1,1,22,Medium
455048,9,4,1,2,2,13,High
78596,2,2,0,2,1,8,Medium
927533,8,1,1,1,2,7,High
968027,2,2,0,0,2,16,High
371005,5,0,1,1,2,22,High
799554,0,3,1,2,1,22,High
893172,5,1,2,2,1,23,High
559812,3,4,0,1,1,15,High
542244,7,0,2,1,2,9,High
432498,8,1,2,1,2,20,High
699290,3,0,1,2,0,9,High
937581,9,4,0,2,2,24,High
519097,9,1,1,2,2,24,High
669789,5,4,1,0,1,23,High
827043,0,2,1,2,0,5,High
168056,3,4,0,2,0,21,Medium
34060,6,2,0,0,0,16,Medium
758345,0,1,1,0,1,15,Medium
497272,7,2,0,0,0,14,Medium
538545,9,1,1,0,0,21,High
849735,5,1,0,0,1,13,High
210279,4,3,0,0,0,3,Medium
750406,9,1,2,1,2,3,High
704647,8,2,1,1,2,1,High
59711,1,3,2,1,2,10,High
163026,4,3,2,1,2,3,High
355484,5,1,1,2,2,20,High
485317,6,4,1,0,2,20,High
238134,4,4,0,2,2,15,High
122974,8,3,1,0,2,20,High
169646,0,1,2,0,2,3,Medium
422400,6,4,2,2,1,0,High
170168,9,1,1,1,1,23,Medium
612016,6,1,2,2,2,18,High
709376,3,3,0,2,1,1,High
555534,8,3,2,0,1,8,High
458774,4,0,0,0,2,22,Medium
531937,3,4,2,0,2,24,High
431597,6,4,0,1,1,12,High
934228,3,4,0,2,2,17,High
973959,2,2,1,2,2,15,High
112263,8,1,0,1,2,15,High
941522,7,3,1,2,2,24,High
555590,0,4,2,2,1,9,High
873938,6,0,2,0,0,8,High
585445,8,4,2,1,1,10,High
599205,7,1,0,0,0,24,High
243810,7,1,2,1,0,3,High
116646,5,3,2,0,0,9,High
365266,3,2,1,2,1,2,High
830951,7,3,1,1,1,5,High
510025,2,4,2,1,1,2,High
500703,8,0,2,0,1,8,High
994323,1,3,0,1,1,2,High
363054,1,2,0,2,0,17,Medium
926862,6,3,2,2,1,7,High
877756,9,1,1,2,0,21,High
287552,3,4,2,0,1,7,High
79379,9,4,0,1,1,14,High
45053,7,4,1,0,2,12,High
422662,8,4,1,2,0,6,High
676282,6,4,0,1,1,18,High
118723,4,4,2,2,1,7,High
595644,7,0,2,1,1,9,High
292933,3,2,2,1,2,16,High
904152,1,4,0,0,0,0,Medium
873088,5,2,1,1,1,12,High
850460,8,4,0,2,1,12,High
870916,0,3,2,1,1,23,High
52154,9,4,0,2,2,15,High
233942,6,1,1,0,1,8,High
284480,9,0,0,2,0,9,High
385821,8,3,2,1,0,5,High
874211,9,3,1,2,0,4,High
301173,8,1,0,2,0,1,High
865633,9,4,0,1,1,10,High
52265,2,0,1,2,2,8,Medium
385060,4,3,1,1,2,5,High
263322,7,0,2,0,2,7,High
194944,7,3,1,2,1,8,High
590485,3,4,2,0,2,8,High
932165,0,3,0,2,0,7,High
468396,0,3,2,2,1,11,High
174782,3,2,0,0,2,7,Medium
704846,5,4,1,2,0,2,High
91907,7,1,0,2,0,12,Medium
935308,5,1,1,0,1,18,High
222967,8,4,0,2,1,1,High
870867,8,1,0,1,2,16,High
322775,1,4,0,2,2,15,High
411182,9,1,0,2,2,3,High
776892,0,2,2,2,1,17,High
302247,1,1,0,0,2,13,Medium
84772,4,3,2,1,2,1,High
146108,3,4,1,1,0,12,Medium
34382,3,0,1,2,0,20,Medium
104291,8,0,2,0,0,19,Medium
383339,7,4,1,0,2,16,High
679116,5,2,1,1,1,14,High
302753,0,1,0,0,0,24,Low
167550,1,2,0,2,1,19,Medium
252050,5,0,0,2,2,4,High
452882,1,4,2,0,2,6,High
357827,9,4,2,2,0,17,High
512313,4,2,1,1,1,23,High
406858,4,2,0,2,0,10,High
674618,5,1,2,0,2,17,High
615603,5,3,2,1,1,4,High
884266,5,3,0,2,0,12,High
408349,1,1,2,1,2,17,High
34153,9,3,0,0,0,1,Medium
620613,2,0,1,2,1,19,High
260773,5,3,1,2,1,3,High
950503,7,1,1,1,1,12,High
75318,0,3,0,2,1,23,Medium
414030,0,4,2,2,1,15,High
397177,1,2,1,2,0,5,Medium
96077,5,0,1,2,0,7,Medium
896906,8,4,1,0,0,15,High
153515,3,4,2,2,0,12,High
226988,2,1,2,1,2,22,High
879751,7,2,0,0,2,3,High
145885,9,2,1,1,0,1,High
916209,8,0,2,1,2,8,High
561656,4,1,0,1,2,17,High
690688,8,0,1,0,1,16,High
208014,1,3,2,0,0,7,Medium
111751,2,4,2,0,2,14,High
250203,6,0,0,2,2,8,High
833738,6,4,1,1,0,16,High
715275,5,1,1,0,1,22,High
843651,5,3,2,1,0,1,High
231951,1,1,1,0,1,5,Medium
525155,9,3,0,0,2,4,High
215716,5,3,2,0,1,16,High
604567,3,4,2,1,1,1,High
335172,2,1,0,2,0,17,High
910695,1,1,2,0,2,9,High
20126,0,0,1,0,0,9,Low
858761,4,1,1,0,0,5,Medium
47632,1,0,2,2,2,11,Medium
520315,1,2,0,1,0,16,Medium
740670,6,2,0,1,0,12,High
129945,7,2,1,1,1,19,Medium
337320,9,1,0,1,0,15,High
270869,7,1,2,0,2,9,High
761426,3,0,2,2,0,20,High
518716,0,3,1,0,1,1,High
195399,6,0,1,2,0,1,High
482120,0,2,1,1,0,22,Medium
154869,3,0,0,2,0,6,Medium
198954,7,3,2,0,1,5,High
689078,1,1,2,0,2,0,High
54560,5,0,2,1,2,11,High
883021,5,2,1,0,1,12,High
304260,8,2,2,0,1,11,High
973748,4,1,0,2,0,18,High
152717,9,0,0,0,2,8,Medium
198595,3,3,2,1,1,9,High
668373,4,1,1,1,2,16,High
399862,9,0,2,0,0,17,Medium
825688,4,4,0,1,1,7,High
514592,7,2,0,2,2,6,High
120158,9,3,0,2,2,8,High
728533,7,3,2,0,0,9,High
188502,1,3,0,0,1,11,Low
452498,6,2,1,2,2,14,High
926151,7,0,2,1,0,14,High
350388,5,1,2,0,2,3,High
687054,4,0,0,0,0,3,Medium
338408,8,1,0,1,2,22,High
488276,2,3,1,0,2,0,High
77545,9,0,2,1,0,11,Medium
531411,3,3,0,1,1,24,High
845656,8,4,1,1,0,1,High
904377,5,3,0,1,1,14,High
33224,7,3,2,1,2,16,High
60738,6,1,0,2,2,6,High
962654,1,4,2,1,0,5,High
870163,2,3,0,2,0,11,High
200760,0,3,2,1,1,18,High
783978,8,4,1,0,1,0,High
486725,6,4,2,2,1,20,High
683937,0,0,1,0,0,13,Medium
552358,2,1,2,1,2,3,High
146161,3,4,1,1,0,4,Medium
552954,3,4,0,0,2,0,High
864193,4,2,2,1,0,0,High
318512,2,4,0,0,0,20,Medium
682143,2,1,1,1,1,5,High
586202,0,3,2,1,2,4,High
221579,6,3,2,2,0,1,High
672026,9,3,0,0,0,24,High
791253,0,3,2,1,2,20,High
524471,1,2,2,0,0,4,Medium
349670,3,4,0,2,2,8,High
983269,3,3,2,0,1,18,High
826388,4,0,0,2,1,20,High
238967,1,3,0,0,2,14,Medium
852672,3,4,0,0,1,12,High
403152,0,3,0,2,2,11,High
974652,1,2,0,1,0,4,Medium
114270,0,1,1,1,0,1,Medium
811189,9,1,1,1,2,3,High
563385,9,4,0,0,0,17,High
685755,3,1,1,0,1,20,High
167313,3,1,1,1,0,9,Medium
910324,6,0,2,0,0,12,High
178768,9,4,0,0,2,11,High
266726,8,4,1,1,1,1,High
876912,8,1,2,2,0,14,High
590451,4,1,2,0,0,13,High
39816,9,1,0,0,2,24,Medium
987344,0,2,0,0,2,9,Medium
777907,0,3,2,0,1,21,High
334997,5,2,0,2,0,7,High
175989,1,4,0,1,2,24,Medium
641019,7,0,2,0,2,14,High
696926,8,3,2,1,2,12,High
226524,3,0,0,0,1,7,Medium
607111,4,4,1,2,2,20,High
171878,7,4,0,1,1,20,High
750880,2,0,1,2,1,21,High
546047,4,0,2,0,0,13,Medium
801452,2,0,1,2,0,0,High
