claim_amount,previous_claims,rejected_claims,claim_frequency,evidence_status,document_consistency,claim_after_policy,risk
723172,8,2,0,0,0,19,High
47432,7,0,1,1,0,20,Medium
135819,0,1,1,0,1,16,Low
40148,0,1,1,0,0,15,Low
286189,2,1,2,0,0,3,Medium
518021,0,4,2,2,0,13,High
181711,1,1,0,1,0,9,Low
58102,1,0,0,1,0,6,Low
130949,0,4,1,0,0,8,Low
118113,2,0,2,2,0,11,Medium
222979,5,2,0,1,0,8,High
37458,0,0,1,1,1,20,Low
160618,9,2,0,2,0,3,Medium
42970,0,0,2,1,0,7,Low
348268,5,4,1,0,1,10,High
881420,9,4,1,1,1,20,High
453174,3,4,1,2,1,10,High
123533,7,0,1,1,0,5,Medium
700077,7,4,2,0,1,15,High
71569,0,0,1,0,1,10,Low
156272,2,0,0,1,0,20,Low
65841,0,2,0,0,2,23,Low
283250,0,0,2,2,0,21,Medium
37328,4,3,2,0,1,3,Medium
394802,9,3,1,2,1,9,High
860489,3,1,0,0,0,4,Medium
262841,1,4,0,2,2,7,High
570706,1,3,2,2,1,22,High
130766,0,0,1,0,2,9,Low
371556,6,2,1,2,0,6,High
184379,5,2,1,1,1,22,Medium
247021,1,0,0,0,1,10,Low
751188,2,0,0,0,0,4,Medium
610301,3,1,1,1,0,11,High
475911,0,3,2,0,0,2,Medium
33015,1,0,2,0,0,14,Low
23321,9,0,0,1,1,7,Medium
369402,0,0,0,0,0,13,Low
142887,0,4,0,0,1,9,Low
658931,6,3,2,1,1,2,High
742531,8,0,2,2,2,17,High
423561,0,4,0,2,0,17,Medium
333667,1,1,0,2,0,11,Medium
314706,5,4,0,2,0,9,High
818241,8,2,0,2,1,17,High
146794,5,0,0,0,0,4,Low
53330,5,3,1,1,2,10,High
197586,1,0,1,1,1,2,Low
720336,6,2,2,0,2,24,High
440840,1,0,1,0,1,12,Low
961559,2,0,2,2,1,9,High
474838,1,0,1,0,1,13,Low
375127,7,2,1,1,0,15,High
757853,0,1,2,0,0,2,Medium
516224,5,3,1,0,0,1,High
397757,1,3,0,2,0,9,Medium
194953,3,2,1,2,0,19,Medium
816718,1,1,2,0,1,19,Medium
776373,8,0,2,0,0,5,High
654270,0,0,1,2,1,12,Medium
35438,0,0,0,2,1,4,Low
152445,2,0,2,2,1,24,Medium
82976,2,0,1,0,1,12,Low
854082,0,0,0,0,0,4,Low
66274,0,1,1,0,1,22,Low
625410,1,1,1,2,0,14,High
362800,2,3,2,1,0,0,High
230869,6,4,2,2,1,6,High
335410,2,4,2,1,2,3,High
420686,7,2,1,1,0,15,High
451579,5,0,1,0,2,0,High
447437,3,1,2,0,2,3,High
124262,0,1,2,0,0,12,Low
127966,0,0,0,1,0,20,Low
90071,5,4,0,2,0,18,High
221893,1,1,0,1,2,12,Medium
935767,0,2,2,2,0,1,High
912016,0,1,2,0,0,14,Medium
269406,1,0,2,2,0,15,Medium
479739,0,0,1,1,1,0,Medium
386708,0,4,0,2,2,16,High
529968,2,1,1,1,1,15,High
492882,5,1,1,0,0,21,Medium
20184,0,1,1,0,1,9,Low
21660,3,0,2,0,0,12,Medium
501680,2,0,0,0,1,2,Medium
397224,8,3,0,0,0,14,High
543538,5,1,2,1,1,11,High
558359,6,4,2,0,2,4,High
414290,0,0,0,1,0,18,Low
415556,0,0,0,0,1,12,Low
35383,2,0,1,0,0,8,Low
112889,1,3,1,0,0,21,Low
841729,5,0,0,1,1,1,High
199264,1,2,0,1,0,22,Low
683414,6,1,2,0,0,14,High
175030,2,3,1,2,1,7,High
78881,8,3,2,2,1,2,High
193909,0,0,1,2,0,9,Low
63775,0,0,0,1,2,3,Low
174542,4,0,1,0,1,7,Low
934723,5,0,2,1,2,16,High
28651,4,2,0,0,0,8,Low
170651,0,4,0,0,0,15,Low
431858,2,1,0,0,1,14,Medium
994585,7,2,0,1,2,23,High
604156,4,0,1,0,1,20,Medium
416371,1,0,1,0,0,13,Low
921907,1,3,0,2,1,1,High
134755,1,3,2,0,1,22,Medium
390885,1,4,1,0,2,20,Medium
479483,4,4,0,0,1,24,Medium
103009,0,1,1,1,0,21,Low
687506,4,4,1,0,0,8,High
835799,8,0,1,0,0,15,Medium
301472,5,2,2,0,0,22,High
150878,1,3,0,0,0,3,Low
105501,5,0,2,0,0,16,Medium
73634,1,2,1,2,1,1,Medium
497160,8,3,0,2,2,12,High
187919,2,2,0,1,2,15,Medium
497406,0,0,0,0,0,13,Low
935698,1,2,2,0,1,17,Medium
954233,5,1,0,1,1,22,High
92303,1,0,0,1,0,7,Low
243023,1,3,1,0,2,12,Medium
253540,1,0,0,0,1,15,Low
101845,1,0,0,1,2,2,Low
67563,1,2,0,0,0,13,Low
79150,0,2,1,0,1,23,Low
470983,8,3,2,0,0,13,High
332601,1,0,0,0,0,3,Low
836503,5,0,0,0,1,16,Medium
64789,5,1,0,1,0,8,Medium
556854,1,0,0,0,0,21,Low
104762,2,0,2,0,2,14,Medium
158375,1,3,0,0,1,23,Low
61104,1,4,0,0,1,10,Low
995990,9,1,0,1,0,19,High
913317,3,4,0,2,0,16,High
907977,4,3,1,0,2,19,High
979590,1,0,0,0,1,10,Medium
70373,2,1,0,0,0,4,Low
678464,0,0,1,1,0,11,Medium
971069,3,0,2,0,2,2,High
253229,6,3,0,0,0,24,High
686950,2,0,1,1,0,4,Medium
122255,0,0,1,2,0,4,Low
381514,8,1,2,1,2,20,High
162770,0,0,0,2,0,21,Low
595380,1,4,2,0,2,16,High
175888,0,0,1,0,2,17,Low
947814,6,4,0,0,2,1,High
48357,0,4,0,1,0,19,Medium
962377,1,0,2,1,0,2,Medium
145606,2,0,0,1,2,12,Medium
37143,0,0,0,0,0,11,Low
461936,7,4,0,1,0,7,High
112930,0,0,1,1,0,15,Low
763325,9,0,1,0,0,6,Medium
633007,1,1,0,0,0,20,Medium
754595,4,0,2,0,0,22,Medium
587255,8,0,2,0,1,2,High
230833,0,4,0,2,0,3,Medium
121136,3,0,2,1,0,7,Medium
84200,5,1,1,1,1,7,Medium
672665,0,1,1,0,0,2,Medium
103394,6,2,0,1,0,19,Medium
904336,5,4,1,1,2,18,High
31377,1,2,0,1,0,16,Low
795127,1,2,1,0,1,18,Medium
62044,4,1,0,0,0,8,Low
177678,6,0,0,0,0,22,Low
766597,1,0,2,0,0,5,Medium
267688,0,0,1,0,0,14,Low
289633,6,2,2,2,2,1,High
256928,5,0,0,0,0,12,Medium
175934,6,3,1,0,1,24,Medium
950775,0,3,1,0,0,18,Medium
968128,3,2,0,0,1,2,Medium
99859,0,3,0,0,0,13,Low
573472,5,1,2,2,2,3,High
74722,6,4,0,0,0,22,Medium
108958,0,1,1,0,1,15,Low
336470,2,0,1,1,0,16,Medium
943964,1,1,0,1,2,1,High
147587,0,0,0,0,2,21,Low
943060,2,0,0,1,2,16,High
101688,0,2,0,0,0,0,Low
333905,4,1,1,0,1,18,Medium
43376,0,0,0,1,0,17,Low
51852,5,4,2,2,0,8,High
689108,9,1,0,1,0,7,High
147135,0,3,1,1,2,17,Medium
971394,7,0,1,2,1,6,High
427443,0,0,0,1,0,18,Low
807494,1,3,0,0,0,6,Medium
647816,2,0,1,0,1,15,Medium
460967,5,4,1,1,1,14,High
378545,1,0,1,2,2,11,Medium
71879,1,3,0,0,1,23,Low
63585,1,0,0,2,2,21,Medium
334031,1,3,2,2,1,14,High
750249,1,2,2,2,1,16,High
751814,4,1,0,2,1,16,High
806166,7,2,0,1,0,4,High
621524,6,1,0,2,0,8,High
151137,0,2,0,0,2,8,Low
54951,0,2,0,0,0,24,Low
418845,9,2,1,1,1,6,High
416018,6,0,2,0,2,20,High
44568,1,1,0,1,1,22,Low
314740,7,1,0,1,1,5,High
722983,6,1,0,0,2,14,High
714096,5,1,2,2,1,20,High
573108,1,0,0,0,0,23,Low
161035,0,1,0,1,1,10,Low
419851,8,4,2,2,1,8,High
769578,1,3,0,2,2,14,High
102563,1,0,1,1,1,24,Low
443968,4,4,1,0,0,11,Medium
854555,7,0,0,1,1,20,High
397869,7,2,2,0,2,22,High
153631,3,0,0,0,0,4,Low
105640,1,0,2,0,0,10,Low
34611,5,4,1,0,0,5,Medium
44422,1,1,1,2,0,20,Medium
437860,9,0,1,0,1,17,Medium
487212,1,3,1,1,2,18,High
79546,1,1,0,1,1,21,Low
933218,6,0,0,0,0,5,Medium
55560,1,1,0,0,2,3,Low
115814,2,2,0,0,0,5,Low
826251,3,1,2,1,2,22,High
930441,1,4,2,2,0,5,High
67674,1,1,1,0,1,23,Low
900757,7,2,0,0,2,5,High
90053,1,0,2,1,0,9,Low
163622,8,3,0,1,0,5,Medium
499646,5,0,2,1,2,0,High
27954,0,1,0,1,0,6,Low
802278,1,0,1,1,2,17,Medium
851762,0,1,2,1,1,3,High
93786,3,1,1,2,0,18,Medium
134836,0,2,0,0,0,16,Low
975677,1,1,0,0,1,4,Medium
191076,0,2,0,1,0,17,Low
635464,0,1,0,1,0,2,Medium
927458,0,2,1,0,2,2,Medium
243059,0,0,1,2,0,8,Medium
178785,1,0,1,0,0,20,Low
237816,9,2,2,2,0,18,High
815575,2,4,1,0,1,10,High
246069,1,0,1,0,1,12,Low
115195,0,2,0,1,1,21,Low
133903,0,1,0,1,0,22,Low
90781,0,1,0,1,1,11,Low
158594,2,2,1,0,2,8,Medium
738861,1,4,0,1,2,23,High
834660,4,0,2,1,2,4,High
844781,0,0,2,0,1,22,Medium
128115,0,2,0,0,1,7,Low
327033,0,1,1,0,1,15,Medium
803842,3,0,1,1,0,3,Medium
60002,0,2,1,0,0,5,Low
934374,9,2,1,2,2,22,High
48141,7,0,0,0,0,7,Low
712763,4,1,2,0,2,6,High
63791,5,0,1,2,2,17,High
349095,7,3,1,0,0,3,High
727845,1,1,2,1,1,12,High
134000,1,3,1,0,0,14,Low
740352,2,2,0,2,2,0,High
812500,1,0,0,2,1,24,Medium
88148,2,2,0,1,2,3,Medium
125682,1,1,0,0,0,22,Low
322594,0,3,0,0,2,5,Medium
790833,2,0,0,1,0,22,Medium
442817,7,1,0,1,1,12,High
474959,2,3,1,0,0,11,Medium
46358,0,2,2,0,2,4,Medium
938404,1,4,1,0,1,13,Medium
284199,6,1,0,2,2,6,High
708067,0,1,0,2,1,1,High
311189,0,4,2,0,1,7,Medium
530241,3,3,2,1,1,24,High
31290,0,0,2,0,0,21,Low
331483,1,0,2,2,0,1,High
333500,5,3,0,0,1,0,High
175289,2,1,1,1,2,21,Medium
164371,1,0,1,1,0,4,Low
125185,0,2,0,1,1,12,Low
860777,4,2,0,0,1,18,Medium
170685,4,1,1,1,2,9,Medium
244395,0,4,1,0,2,16,Medium
734460,1,2,1,1,2,13,High
398521,4,4,1,0,1,11,High
477219,6,1,0,0,1,20,Medium
100532,0,0,1,1,1,11,Low
926013,2,2,1,2,2,0,High
185850,0,2,0,0,1,16,Low
765991,4,1,1,0,0,20,Medium
135735,0,4,0,0,0,18,Low
909037,3,0,0,0,0,7,Medium
62582,5,0,0,1,2,20,Medium
136469,0,0,0,1,2,12,Low
573375,9,2,0,1,0,12,High
164867,0,1,1,0,0,1,Low
104266,0,0,0,1,0,4,Low
563097,0,1,0,0,0,14,Medium
300294,1,4,2,0,0,4,Medium
85124,1,4,1,0,0,10,Low
249109,1,0,1,0,0,7,Low
998471,0,4,1,0,1,5,Medium
590104,2,1,1,1,0,9,High
367962,9,3,1,1,2,19,High
702067,0,4,1,0,1,24,Medium
299560,0,0,1,2,1,18,Medium
382652,0,0,0,0,0,3,Low
86856,0,4,1,0,0,3,Low
85265,1,3,2,1,0,8,Medium
109147,1,0,2,0,1,7,Low
959285,2,0,2,1,0,8,High
946184,6,4,2,0,0,5,High
20015,1,1,0,1,2,13,Medium
997602,8,3,2,2,2,2,High
248914,7,4,2,0,0,6,High
171475,6,0,0,1,2,12,Medium
103030,1,0,0,1,1,16,Low
414302,1,0,0,2,0,22,Medium
648380,6,2,1,1,1,6,High
450198,1,1,0,0,0,21,Low
492293,9,4,1,0,1,10,High
827637,7,4,0,2,1,2,High
662777,0,2,1,2,0,24,High
552783,9,4,1,1,0,11,High
32567,3,0,0,2,0,2,Medium
245413,1,1,0,0,0,1,Medium
101060,6,2,1,2,2,6,High
68029,0,2,1,0,0,19,Low
320363,1,2,1,0,0,19,Medium
112356,9,4,1,0,0,11,Medium
428401,7,3,1,1,0,5,High
114209,1,0,1,0,2,4,Low
38780,1,4,2,2,0,14,Medium
109590,6,0,0,2,2,8,High
403522,4,1,1,2,1,17,High
852974,9,0,0,0,0,13,Medium
162267,9,3,0,0,0,20,Medium
191151,1,2,0,1,1,13,Low
830976,8,3,2,1,2,17,High
151720,0,1,0,0,0,20,Low
198953,2,1,0,0,0,6,Low
470973,2,0,1,2,0,15,Medium
60131,1,1,0,1,0,23,Low
685007,1,1,0,2,2,12,High
60079,0,2,0,0,1,15,Low
339996,7,0,0,0,0,21,Medium
132816,8,0,1,1,2,2,Medium
446661,0,0,0,0,0,21,Low
704208,2,4,0,1,0,14,High
140497,0,0,1,0,0,9,Low
179472,2,0,2,1,1,7,Medium
380880,9,0,0,0,0,10,Medium
538293,5,0,1,0,0,23,Medium
110061,0,0,1,0,1,11,Low
81913,1,0,0,0,2,14,Low
818933,4,1,0,2,1,20,High
308087,8,0,1,0,0,7,Medium
161981,9,0,0,2,0,12,Medium
291620,3,1,0,2,0,14,High
180887,8,1,0,1,1,9,Medium
116155,1,0,2,1,0,7,Low
147922,6,3,0,0,0,14,Medium
196037,0,2,1,0,0,12,Low
955450,1,2,0,1,0,13,Medium
745076,0,4,2,2,1,1,High
36941,4,1,1,1,2,10,Medium
45196,5,0,0,2,0,19,Medium
276044,4,1,1,0,2,7,High
79496,1,1,1,1,0,20,Low
356811,1,1,0,0,0,16,Low
264511,1,2,1,1,0,4,Medium
166075,0,0,0,1,2,9,Low
24959,2,0,0,1,0,9,Low
492525,7,1,2,2,1,15,High
23874,1,1,0,0,0,2,Low
57664,0,2,0,0,1,15,Low
120465,1,2,0,1,0,13,Low
637300,6,0,0,0,0,19,Medium
55048,2,0,1,2,1,6,Medium
407031,0,0,0,0,0,18,Low
635720,1,0,0,0,1,2,Medium
258161,1,0,1,2,2,1,High
244400,9,2,1,2,1,17,High
30818,7,4,0,1,1,16,High
85480,7,2,1,0,2,24,Medium
115543,1,2,1,0,0,14,Low
81516,2,3,1,1,2,13,High
150704,0,2,1,1,0,11,Low
603945,0,1,0,1,1,6,Medium
320706,9,2,0,1,2,24,High
112981,4,0,1,0,1,2,Low
793496,3,2,0,0,1,4,Medium
198213,6,2,0,0,1,13,Medium
442225,7,1,2,2,1,6,High
49092,2,0,0,1,0,10,Low
266353,6,2,2,2,2,16,High
72445,0,0,0,0,2,20,Low
94522,7,0,0,0,0,3,Low
22948,1,1,0,0,2,10,Low
222416,7,1,0,1,0,1,High
422932,2,2,1,1,0,1,High
193021,1,2,1,0,1,10,Low
319409,8,2,2,1,1,8,High
245300,0,1,0,0,0,6,Low
198570,1,0,1,1,0,1,Low
292951,3,4,1,1,0,18,High
145049,5,4,0,1,2,11,High
136048,3,1,0,0,0,23,Low
123585,1,1,0,0,2,3,Low
54388,4,0,0,1,2,14,Medium
143844,8,1,2,0,0,5,Medium
137260,0,0,0,1,2,23,Low
87229,0,1,0,1,0,4,Low
188501,1,1,1,1,0,21,Low
332583,1,0,0,1,0,4,Low
237256,6,3,0,0,2,0,High
108020,0,1,1,0,1,20,Low
819101,1,4,1,0,2,1,High
231090,4,0,0,0,1,24,Medium
124894,1,2,0,0,1,9,Low
222852,4,2,1,0,1,15,Medium
704623,5,4,0,2,1,10,High
100291,8,1,1,0,1,19,Medium
401225,7,3,1,1,2,6,High
159322,2,2,0,0,0,21,Low
173251,0,1,2,0,0,2,Low
192471,0,2,0,0,1,3,Low
219855,1,0,0,1,0,13,Low
865354,3,0,0,2,0,0,High
195749,0,0,1,0,2,10,Low
678599,6,1,1,1,1,19,High
180787,3,0,0,0,0,0,Low
725552,9,3,0,2,1,14,High
616715,1,3,0,1,1,3,High
584391,3,2,0,1,1,16,High
189348,2,2,1,2,0,8,Medium
393818,4,1,0,0,2,24,Medium
158497,2,1,2,1,0,8,Medium
23857,2,0,1,0,0,18,Low
329373,5,4,1,0,2,1,High
942351,5,4,1,0,2,22,High
896170,0,0,2,0,2,6,Medium
576720,3,3,1,1,0,17,High
270694,1,1,0,0,0,13,Low
21147,3,0,0,0,1,4,Low
787175,7,0,0,0,0,18,Medium
919915,0,1,0,2,1,7,High
49529,3,0,0,0,1,3,Low
135310,1,1,2,2,1,16,Medium
969623,1,0,0,0,0,17,Low
116966,5,0,0,0,0,17,Low
739057,1,4,1,0,0,23,Medium
164973,0,3,1,0,0,2,Low
880359,7,3,0,0,0,13,High
64001,0,0,2,0,1,10,Low
77788,1,4,1,0,0,20,Low
963061,2,2,0,2,2,19,High
343111,0,3,0,2,2,0,High
520443,0,0,0,1,0,3,Medium
354348,9,1,0,2,0,19,High
148407,5,3,0,2,2,4,High
976878,0,3,0,0,0,8,Medium
114428,0,2,1,1,0,7,Low
166649,2,4,1,0,1,7,Medium
26384,0,1,2,0,1,12,Medium
438100,8,3,0,2,1,24,High
794079,9,0,1,0,2,21,High
750044,4,4,2,1,2,24,High
978196,1,0,0,2,1,7,Medium
502838,4,3,2,0,2,3,High
120694,4,0,0,0,1,21,Low
947572,0,0,1,1,1,11,Medium
305218,4,3,2,2,0,8,High
460097,1,0,0,0,1,18,Low
442227,4,1,0,1,1,12,Medium
120414,2,0,1,0,1,22,Low
190556,6,2,1,1,1,8,Medium
349239,3,0,0,2,0,6,Medium
603610,8,1,2,0,2,16,High
251207,0,0,0,1,0,17,Low
193917,3,1,2,2,1,24,High
859324,3,4,0,1,0,2,High
50535,0,0,2,0,0,4,Low
515162,4,4,0,1,1,7,High
23247,3,2,0,2,2,15,High
558685,4,3,1,0,0,4,High
982719,6,2,1,1,1,19,High
666465,8,4,0,0,1,5,High
95388,3,0,0,0,0,7,Low
445064,1,0,1,0,1,5,Low
97835,8,4,0,1,0,20,Medium
203557,6,1,1,0,0,4,Medium
36665,1,1,0,0,2,4,Low
192193,3,0,0,1,0,4,Low
905271,8,4,2,0,1,8,High
729149,1,0,1,2,0,2,Medium
144447,0,2,2,0,0,13,Low
725322,2,1,2,0,1,19,High
869016,9,2,2,2,2,8,High
890271,6,1,0,2,2,17,High
955783,5,2,0,0,1,10,High
749216,1,2,1,1,0,1,High
207388,5,1,0,0,0,6,Medium
44405,0,4,1,0,2,7,Medium
104482,4,0,0,0,0,4,Low
127889,0,4,0,0,0,21,Low
980809,8,3,1,1,1,3,High
117675,1,1,0,0,2,7,Low
786505,4,0,0,0,2,7,Medium
116628,1,0,1,1,0,20,Low
108664,0,2,0,1,1,13,Low
160089,0,0,2,0,2,21,Medium
656776,0,4,2,1,2,3,High
116417,0,4,2,2,1,3,High
186219,0,2,1,0,1,22,Low
126686,4,0,1,0,1,20,Low
681654,0,0,2,0,1,22,Medium
143106,1,2,0,1,1,18,Low
105567,8,0,0,0,0,11,Low
559473,0,3,0,1,2,16,High
120604,0,0,1,1,0,18,Low
321729,9,0,2,0,0,12,Medium
145340,0,2,2,0,0,16,Low
101548,1,0,0,1,2,11,Low
402784,4,0,1,0,2,2,Medium
25039,2,4,2,1,0,12,High
75084,0,0,2,0,0,9,Low
446222,8,0,2,1,2,21,High
85198,1,0,2,1,1,14,Medium
180247,2,1,0,1,0,15,Medium
955254,7,1,0,1,1,1,High
65054,2,0,2,2,0,19,Medium
52894,9,2,0,2,1,10,High
229229,1,0,1,0,1,15,Low
884128,9,0,2,0,0,24,High
333155,7,0,2,1,1,23,High
159640,3,1,0,0,0,2,Low
363445,9,1,1,0,0,16,Medium
646266,2,1,1,0,0,15,Medium
122155,0,2,2,1,0,16,Medium
675042,1,4,2,0,0,4,High
113051,4,2,1,1,1,4,Medium
263082,1,1,0,0,0,16,Low
670587,5,2,0,2,0,13,High
32666,2,0,1,0,0,4,Low
849347,0,2,1,0,2,17,Medium
22024,1,4,0,0,1,22,Low
284810,1,4,2,2,1,1,High
23743,0,0,0,2,0,8,Low
177642,5,1,2,1,1,9,High
37297,3,0,2,0,0,14,Medium
283389,3,3,0,0,2,16,High
836878,7,2,0,0,0,10,High
627013,1,1,1,2,2,10,High
945775,8,2,0,2,2,19,High
93523,1,4,0,0,2,21,Medium
67565,8,4,2,1,2,7,High
26734,1,0,1,0,2,23,Low
815161,6,2,1,0,1,11,High
58108,6,0,0,0,0,22,Low
234300,9,4,0,0,1,8,High
131151,5,0,1,2,1,22,Medium
78871,0,1,0,1,1,22,Low
388227,5,1,0,0,0,3,Medium
588832,8,4,2,0,2,0,High
297619,4,4,0,1,2,1,High
28104,1,4,1,0,0,10,Low
37073,0,1,0,0,0,15,Low
91559,1,4,2,0,0,11,Medium
579273,2,0,1,0,2,3,High
32967,1,0,0,1,1,5,Low
817346,4,1,0,0,1,2,Medium
45675,1,3,0,0,1,20,Low
971000,5,1,2,1,0,21,High
957824,0,1,1,0,2,13,Medium
130464,9,0,0,0,0,5,Low
63461,1,2,0,0,2,19,Low
497293,0,0,2,2,2,6,High
146423,7,2,1,2,0,6,High
309539,2,4,2,2,0,24,High
565708,1,0,1,1,2,11,Medium
74868,0,0,2,0,1,7,Low
370651,2,1,0,1,0,15,Medium
162513,3,0,0,0,0,0,Low
852921,1,0,0,0,2,12,Medium
427821,2,1,2,0,0,4,Medium
75114,1,2,0,1,1,10,Low
163271,0,2,1,2,2,19,Medium
956169,0,2,0,2,2,11,High
404033,0,3,0,1,1,13,Medium
194249,4,2,0,0,0,3,Low
117375,8,0,0,0,0,23,Low
564162,5,4,2,2,0,18,High
34656,1,0,2,0,1,5,Low
130024,1,3,0,0,0,22,Low
220835,4,0,0,1,0,19,Medium
104970,9,2,2,0,0,3,Medium
972064,2,0,0,1,0,11,Medium
192880,4,0,0,0,0,6,Low
89300,2,0,0,0,1,6,Low
608182,2,2,1,0,1,22,High
387573,9,4,2,0,0,4,High
93278,0,2,0,0,2,22,Low
461174,3,2,2,0,1,23,High
878985,4,0,0,2,2,8,High
86573,7,0,1,0,2,9,Medium
378631,6,3,1,2,0,17,High
181831,1,0,0,1,1,11,Low
618998,8,0,0,2,1,18,High
117654,3,0,0,0,1,22,Low
74879,1,2,1,0,0,21,Low
805382,0,1,0,2,0,10,Medium
777044,7,1,0,2,2,1,High
281727,2,0,0,0,0,15,Medium
994771,9,1,1,1,0,22,High
909377,9,3,1,1,2,12,High
829638,6,3,0,2,0,14,High
434475,7,0,2,0,0,2,Medium
642909,6,2,1,2,2,2,High
333351,1,3,1,1,1,24,Medium
178795,1,2,1,1,0,10,Low
604718,0,0,0,0,0,4,Low
386966,2,0,1,1,1,23,Medium
186234,9,2,0,0,0,18,Medium
96023,9,4,2,2,0,11,High
601481,1,0,2,0,2,15,Medium
55030,9,4,2,0,1,1,High
31516,4,0,0,0,1,8,Low
184515,0,3,1,0,0,21,Low
36490,7,0,2,0,2,4,Medium
103026,6,2,1,1,0,15,Medium
643539,3,3,0,0,0,14,High
403898,3,1,0,1,1,3,Medium
405664,1,0,0,1,0,3,Low
89309,4,1,2,0,0,8,Medium
75016,0,1,2,1,1,8,Medium
161900,2,0,1,0,0,22,Low
271917,4,1,1,1,1,14,High
863352,2,3,2,0,1,22,High
438781,8,1,2,1,2,1,High
45322,0,4,1,1,2,17,Medium
115017,5,0,0,0,0,5,Low
326606,7,1,0,1,1,17,High
949319,1,3,0,0,0,10,Medium
226885,3,4,0,1,2,11,High
117661,0,0,1,1,0,9,Low
86107,0,2,0,1,1,19,Low
199922,1,4,0,0,1,2,Low
744079,8,1,0,1,2,8,High
519900,4,1,0,2,2,9,High
162604,4,2,2,0,0,14,Medium
803534,2,3,1,0,1,12,High
515770,1,0,1,0,2,2,Medium
716315,7,0,0,0,1,17,Medium
483196,0,1,1,0,1,1,Medium
852192,2,0,2,0,0,8,Medium
71838,7,0,0,1,0,9,Medium
358162,0,0,0,1,0,13,Low
165188,2,1,2,2,2,23,High
445658,0,0,1,0,0,19,Low
284533,9,0,2,0,0,23,Medium
843550,6,4,0,0,0,15,High
238857,1,3,2,0,2,9,High
885011,6,1,2,1,1,23,High
800169,3,0,2,0,0,9,Medium
199012,3,4,0,0,0,15,Medium
189088,1,1,1,1,1,3,Medium
376215,9,3,1,2,0,18,High
934275,6,3,1,2,0,0,High
130079,1,1,1,2,2,10,Medium
872435,6,4,0,2,1,5,High
625684,0,0,0,0,0,10,Low
156695,0,2,1,0,1,6,Low
87323,2,4,0,0,0,2,Medium
23657,7,1,1,1,0,20,Medium
629039,1,2,0,1,0,7,Medium
174782,0,1,0,0,2,23,Low
157854,0,1,0,0,0,19,Low
70933,7,4,2,2,2,4,High
29401,1,1,0,0,1,2,Low
338076,8,2,0,0,0,23,Medium
770151,3,2,1,0,0,3,Medium
495610,1,0,2,1,1,19,Medium
105504,2,3,2,0,1,21,Medium
30910,4,0,0,1,0,2,Low
879341,7,1,2,0,1,11,High
106300,4,0,1,0,1,23,Low
115326,2,3,1,0,0,24,Medium
111426,1,0,0,1,0,10,Low
57329,0,2,2,2,0,7,Medium
909336,9,4,1,0,2,7,High
419442,1,0,0,2,2,4,Medium
163289,3,0,0,1,0,13,Low
238400,8,1,0,1,2,19,High
184332,4,0,1,2,0,23,Medium
55976,7,2,0,0,0,20,Medium
138886,2,3,0,2,0,12,Medium
178261,0,1,1,0,0,3,Low
93165,0,1,0,0,0,19,Low
778874,1,2,0,0,0,4,Medium
94408,0,0,0,1,2,6,Low
226765,7,0,1,0,0,23,Medium
127716,1,1,0,0,2,19,Low
145183,9,0,0,0,0,16,Low
152703,3,1,1,1,2,2,Medium
135157,0,3,1,1,0,6,Medium
560467,4,1,2,0,2,20,High
132581,0,0,0,1,1,20,Low
183723,0,0,0,1,0,21,Low
234764,9,0,1,2,0,19,High
290829,3,1,1,0,2,0,High
104106,3,2,1,2,1,12,Medium
496697,6,3,0,1,2,23,High
532444,7,2,1,0,1,12,High
298022,3,3,2,1,1,15,High
65447,7,2,0,0,2,5,Medium
25634,0,2,1,0,0,10,Low
60449,0,0,2,0,1,21,Low
74827,4,0,1,0,1,10,Low
163223,0,1,0,1,1,5,Low
280669,9,2,0,0,1,17,Medium
887481,0,2,2,1,2,5,High
710240,6,0,1,1,0,13,High
356239,2,0,0,2,1,23,Medium
679079,0,4,1,2,0,24,High
804326,0,1,1,2,1,21,High
381548,1,2,2,1,0,2,Medium
338275,4,2,0,0,0,4,Medium
226940,1,1,2,2,2,5,High
195477,6,0,0,1,2,4,Medium
187896,5,0,0,0,0,9,Low
695423,6,4,1,0,0,21,High
917486,3,0,0,1,1,18,Medium
572957,3,4,2,0,0,15,High
149628,1,3,1,1,1,24,Medium
769457,5,1,2,1,0,21,High
56530,1,1,1,0,2,2,Medium
49784,8,2,1,0,2,4,Medium
803837,5,0,0,2,2,19,High
475615,0,1,1,1,2,6,Medium
150560,5,1,1,0,0,8,Medium
328995,2,3,1,2,1,2,High
693387,7,2,0,1,1,19,High
497247,5,2,2,0,0,9,High
114831,1,1,0,2,1,8,Medium
204717,0,4,1,2,1,22,High
949968,1,0,2,1,0,7,Medium
25665,0,1,0,1,0,12,Low
536969,4,4,0,0,2,5,High
288217,5,2,0,0,0,8,Medium
24017,1,2,0,1,1,15,Low
741473,0,0,0,0,0,10,Low
132299,0,4,1,0,0,23,Low
136147,1,0,0,0,0,13,Low
341220,1,0,0,1,0,21,Low
176492,5,0,0,0,0,12,Low
452118,1,0,0,1,0,18,Low
195748,1,0,1,0,2,5,Low
784058,7,2,0,1,1,9,High
23829,5,0,1,0,2,17,Medium
48633,3,2,1,1,1,5,Medium
57558,1,2,0,0,2,24,Low
37171,1,3,0,0,1,8,Low
